sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Anthony didn't visit Keith, Steven didn't visit Wilkes-Barre",Anthony didn't visit Keith and Steven didn't visit Wilkes-Barre,Anthony didn't visit Keith [MASK] Steven didn't visit Wilkes-Barre,and,"Anthony, Steven","Keith, Wilkes-Barre","0, 1","Anthony, Steven, Keith",Wilkes-Barre
"Calvin didn't visit Chris, Seth didn't visit Willie",Lloyd didn't visit Vernon or Seth didn't visit Willie,Lloyd didn't visit Vernon [MASK] Seth didn't visit Willie,or,"Calvin, Seth, Lloyd","Chris, Willie, Vernon",1,"Calvin, Seth, Willie, Chris, Lloyd",
"Roger didn't visit Renton, Kyle has visited Moline",Kyle has visited Moline and Roger didn't visit Renton,Kyle has visited Moline [MASK] Roger didn't visit Renton,and,"Roger, Kyle","Renton, Moline","0, 1","Roger, Kyle","Moline, Renton"
"Terrence didn't visit Boise, Chester didn't visit Jacob",Terrence didn't visit Boise or Eduardo didn't visit Quincy,Terrence didn't visit Boise [MASK] Eduardo didn't visit Quincy,or,"Terrence, Chester, Eduardo","Boise, Jacob, Quincy",0,"Terrence, Chester, Jacob, Eduardo","Quincy, Boise"
"Russell didn't visit Rene, Andy didn't visit New Martinsville",Micheal didn't visit Goshen or Russell didn't visit Rene,Micheal didn't visit Goshen [MASK] Russell didn't visit Rene,or,"Russell, Andy, Micheal","Rene, New Martinsville, Goshen",0,"Russell, Andy, Rene, Micheal","New Martinsville, Goshen"
"Robert has visited Woodland, Nicholas has visited Rocky Mount",Nicholas has visited Rocky Mount and Robert has visited Woodland,Nicholas has visited Rocky Mount [MASK] Robert has visited Woodland,and,"Robert, Nicholas","Woodland, Rocky Mount","0, 1","Robert, Nicholas","Rocky Mount, Woodland"
"Edgar has visited Saginaw, Cody didn't visit Hammondsport",Corey has visited Point Pleasant or Cody didn't visit Hammondsport,Corey has visited Point Pleasant [MASK] Cody didn't visit Hammondsport,or,"Edgar, Cody, Corey","Saginaw, Hammondsport, Point Pleasant",1,"Edgar, Cody, Corey","Saginaw, Hammondsport, Point Pleasant"
"Pedro didn't visit Oroville, Victor has visited Great Bend",Victor has visited Great Bend or Brett has visited Ivan,Victor has visited Great Bend [MASK] Brett has visited Ivan,or,"Pedro, Victor, Brett","Oroville, Great Bend, Ivan",1,"Pedro, Victor, Brett","Oroville, Great Bend"
"Leroy has visited Darryl, Jimmy has visited Terry",Leroy has visited Darryl and Jimmy has visited Terry,Leroy has visited Darryl [MASK] Jimmy has visited Terry,and,"Leroy, Jimmy","Darryl, Terry","0, 1","Leroy, Jimmy, Terry, Darryl",
"Freddie didn't visit Todd, Bradley didn't visit Pedro",Vincent didn't visit Hugo or Freddie didn't visit Todd,Vincent didn't visit Hugo [MASK] Freddie didn't visit Todd,or,"Freddie, Bradley, Vincent","Todd, Pedro, Hugo",0,"Freddie, Bradley, Pedro, Todd, Vincent",Hugo
"Tyler has visited Princeton, Christopher didn't visit Mount Vernon",Tyler has visited Princeton and Christopher didn't visit Mount Vernon,Tyler has visited Princeton [MASK] Christopher didn't visit Mount Vernon,and,"Tyler, Christopher","Princeton, Mount Vernon","0, 1","Tyler, Christopher","Mount Vernon, Princeton"
"Lance didn't visit Mackinaw City, Julian has visited Berkeley",Julian has visited Berkeley or Marion has visited Caldwell,Julian has visited Berkeley [MASK] Marion has visited Caldwell,or,"Lance, Julian, Marion","Mackinaw City, Berkeley, Caldwell",1,"Lance, Julian, Marion","Caldwell, Mackinaw City, Berkeley"
"Walter has visited Harry, Daniel has visited Heber City",Daniel has visited Heber City and Walter has visited Harry,Daniel has visited Heber City [MASK] Walter has visited Harry,and,"Walter, Daniel","Harry, Heber City","0, 1","Walter, Daniel, Harry",Heber City
"Harvey has visited Erie, Howard has visited Cleveland",Howard has visited Cleveland or Timothy didn't visit New Braunfels,Howard has visited Cleveland [MASK] Timothy didn't visit New Braunfels,or,"Harvey, Howard, Timothy","Erie, Cleveland, New Braunfels",1,"Harvey, Howard, Timothy","New Braunfels, Cleveland, Erie"
"Walter has visited Sunnyvale, Willie didn't visit Frank",Willie didn't visit Frank and Walter has visited Sunnyvale,Willie didn't visit Frank [MASK] Walter has visited Sunnyvale,and,"Walter, Willie","Sunnyvale, Frank","0, 1","Walter, Willie, Frank",Sunnyvale
"Nicholas has visited Port Gibson, Bobby didn't visit Troy",Bobby didn't visit Troy and Nicholas has visited Port Gibson,Bobby didn't visit Troy [MASK] Nicholas has visited Port Gibson,and,"Nicholas, Bobby","Port Gibson, Troy","0, 1","Nicholas, Bobby, Troy",Port Gibson
"Curtis didn't visit Allen, Troy has visited Alexandria",Curtis didn't visit Allen or Lawrence has visited Alex,Curtis didn't visit Allen [MASK] Lawrence has visited Alex,or,"Curtis, Troy, Lawrence","Allen, Alexandria, Alex",0,"Curtis, Troy, Allen, Lawrence",Alexandria
"Tom has visited Ross, Jack didn't visit Virden",Jack didn't visit Virden and Tom has visited Ross,Jack didn't visit Virden [MASK] Tom has visited Ross,and,"Tom, Jack","Ross, Virden","0, 1","Tom, Jack, Ross",Virden
"Enrique didn't visit Gallipolis, Ramon didn't visit Bessemer",Enrique didn't visit Gallipolis and Ramon didn't visit Bessemer,Enrique didn't visit Gallipolis [MASK] Ramon didn't visit Bessemer,and,"Enrique, Ramon","Gallipolis, Bessemer","0, 1","Enrique, Ramon","Gallipolis, Bessemer"
"George has visited Cedar Falls, Elmer didn't visit Gerald",George has visited Cedar Falls and Elmer didn't visit Gerald,George has visited Cedar Falls [MASK] Elmer didn't visit Gerald,and,"George, Elmer","Cedar Falls, Gerald","0, 1","George, Elmer, Gerald",Cedar Falls
"Jordan has visited Karl, Mathew has visited Kittery",Mathew has visited Kittery and Jordan has visited Karl,Mathew has visited Kittery [MASK] Jordan has visited Karl,and,"Jordan, Mathew","Karl, Kittery","0, 1","Jordan, Mathew, Karl",Kittery
"Brent has visited Timothy, Jason didn't visit Ronnie",Brent has visited Timothy or Marshall didn't visit Max,Brent has visited Timothy [MASK] Marshall didn't visit Max,or,"Brent, Jason, Marshall","Timothy, Ronnie, Max",0,"Brent, Jason, Ronnie, Timothy, Marshall",
"Jose didn't visit Pottstown, Clifton has visited Golden",Jose didn't visit Pottstown and Clifton has visited Golden,Jose didn't visit Pottstown [MASK] Clifton has visited Golden,and,"Jose, Clifton","Pottstown, Golden","0, 1","Jose, Clifton","Golden, Pottstown"
"Brent has visited Antonio, Jeff didn't visit Eric",Brent has visited Antonio or Jonathan didn't visit Oregon,Brent has visited Antonio [MASK] Jonathan didn't visit Oregon,or,"Brent, Jeff, Jonathan","Antonio, Eric, Oregon",0,"Brent, Jeff, Eric, Antonio, Jonathan",Oregon
"Mitchell has visited Belmont, Anthony didn't visit Jay",Anthony didn't visit Jay and Mitchell has visited Belmont,Anthony didn't visit Jay [MASK] Mitchell has visited Belmont,and,"Mitchell, Anthony","Belmont, Jay","0, 1","Mitchell, Anthony, Jay",Belmont
"Edwin has visited Deadwood, Kelly didn't visit Francis",Edwin has visited Deadwood and Kelly didn't visit Francis,Edwin has visited Deadwood [MASK] Kelly didn't visit Francis,and,"Edwin, Kelly","Deadwood, Francis","0, 1","Edwin, Kelly, Francis",Deadwood
"Miguel didn't visit Abington, Rafael has visited Gilbert",Clifton didn't visit Jackson or Rafael has visited Gilbert,Clifton didn't visit Jackson [MASK] Rafael has visited Gilbert,or,"Miguel, Rafael, Clifton","Abington, Gilbert, Jackson",1,"Miguel, Rafael, Gilbert, Clifton","Abington, Jackson"
"Nathaniel didn't visit Charles City, Shawn didn't visit Oakland",Shawn didn't visit Oakland and Nathaniel didn't visit Charles City,Shawn didn't visit Oakland [MASK] Nathaniel didn't visit Charles City,and,"Nathaniel, Shawn","Charles City, Oakland","0, 1","Nathaniel, Shawn","Oakland, Charles City"
"Albert has visited Beckley, Kyle didn't visit Wade",Albert has visited Beckley and Kyle didn't visit Wade,Albert has visited Beckley [MASK] Kyle didn't visit Wade,and,"Albert, Kyle","Beckley, Wade","0, 1","Albert, Kyle, Wade",Beckley
"Brett has visited Ryan, Tony has visited Byron",Tony has visited Byron or Ricky didn't visit Globe,Tony has visited Byron [MASK] Ricky didn't visit Globe,or,"Brett, Tony, Ricky","Ryan, Byron, Globe",1,"Brett, Tony, Byron, Ryan, Ricky",Globe
"Joe didn't visit Sedalia, Hector didn't visit Shane",Joe didn't visit Sedalia and Hector didn't visit Shane,Joe didn't visit Sedalia [MASK] Hector didn't visit Shane,and,"Joe, Hector","Sedalia, Shane","0, 1","Joe, Hector, Shane",Sedalia
"Lawrence has visited Ivan, Nathan didn't visit Eugene",Brian didn't visit Andy or Lawrence has visited Ivan,Brian didn't visit Andy [MASK] Lawrence has visited Ivan,or,"Lawrence, Nathan, Brian","Ivan, Eugene, Andy",0,"Lawrence, Nathan, Ivan, Brian",Eugene
"Roland didn't visit Ramon, Ricardo didn't visit Ludington",Franklin has visited Belleville or Ricardo didn't visit Ludington,Franklin has visited Belleville [MASK] Ricardo didn't visit Ludington,or,"Roland, Ricardo, Franklin","Ramon, Ludington, Belleville",1,"Roland, Ricardo, Ramon, Franklin","Belleville, Ludington"
"Roberto didn't visit Kurt, Bruce didn't visit East Haven",Roberto didn't visit Kurt or Adam has visited Patrick,Roberto didn't visit Kurt [MASK] Adam has visited Patrick,or,"Roberto, Bruce, Adam","Kurt, East Haven, Patrick",0,"Roberto, Bruce, Kurt, Adam",East Haven
"Neil has visited Escanaba, Alfredo didn't visit Scott",Vincent didn't visit Allan or Alfredo didn't visit Scott,Vincent didn't visit Allan [MASK] Alfredo didn't visit Scott,or,"Neil, Alfredo, Vincent","Escanaba, Scott, Allan",1,"Neil, Alfredo, Scott, Vincent",Escanaba
"Seth has visited Eureka, Jack has visited Donald",Seth has visited Eureka and Jack has visited Donald,Seth has visited Eureka [MASK] Jack has visited Donald,and,"Seth, Jack","Eureka, Donald","0, 1","Seth, Jack, Donald",Eureka
"Frederick didn't visit Morganton, Terrence has visited Terrance",Sean has visited Williamsport or Frederick didn't visit Morganton,Sean has visited Williamsport [MASK] Frederick didn't visit Morganton,or,"Frederick, Terrence, Sean","Morganton, Terrance, Williamsport",0,"Frederick, Terrence, Terrance, Sean","Williamsport, Morganton"
"Carl has visited Kenneth, Perry didn't visit Prineville",Carl has visited Kenneth and Perry didn't visit Prineville,Carl has visited Kenneth [MASK] Perry didn't visit Prineville,and,"Carl, Perry","Kenneth, Prineville","0, 1","Carl, Perry, Kenneth",Prineville
"Roy didn't visit Wethersfield, Charles didn't visit Rafael",Charles didn't visit Rafael or Timothy didn't visit Newport,Charles didn't visit Rafael [MASK] Timothy didn't visit Newport,or,"Roy, Charles, Timothy","Wethersfield, Rafael, Newport",1,"Roy, Charles, Rafael, Timothy","Newport, Wethersfield"
"Kelly has visited Covington, Juan has visited Salem",Kelly has visited Covington and Juan has visited Salem,Kelly has visited Covington [MASK] Juan has visited Salem,and,"Kelly, Juan","Covington, Salem","0, 1","Kelly, Juan","Covington, Salem"
"Antonio didn't visit Red Wing, Anthony didn't visit Johnstown",Antonio didn't visit Red Wing and Anthony didn't visit Johnstown,Antonio didn't visit Red Wing [MASK] Anthony didn't visit Johnstown,and,"Antonio, Anthony","Red Wing, Johnstown","0, 1","Antonio, Anthony","Johnstown, Red Wing"
"Phillip has visited Crawfordsville, Howard has visited Weehawken",Phillip has visited Crawfordsville and Howard has visited Weehawken,Phillip has visited Crawfordsville [MASK] Howard has visited Weehawken,and,"Phillip, Howard","Crawfordsville, Weehawken","0, 1","Phillip, Howard","Weehawken, Crawfordsville"
"Kevin didn't visit Rafael, Jamie didn't visit Sainte Genevieve",Joseph didn't visit Everett or Jamie didn't visit Sainte Genevieve,Joseph didn't visit Everett [MASK] Jamie didn't visit Sainte Genevieve,or,"Kevin, Jamie, Joseph","Rafael, Sainte Genevieve, Everett",1,"Kevin, Jamie, Rafael, Joseph",Sainte Genevieve
"John didn't visit Bath, Eugene didn't visit Erik",John didn't visit Bath and Eugene didn't visit Erik,John didn't visit Bath [MASK] Eugene didn't visit Erik,and,"John, Eugene","Bath, Erik","0, 1","John, Eugene, Erik",Bath
"Craig didn't visit Jay, Jeff didn't visit Concord",Lee didn't visit Pittsburgh or Craig didn't visit Jay,Lee didn't visit Pittsburgh [MASK] Craig didn't visit Jay,or,"Craig, Jeff, Lee","Jay, Concord, Pittsburgh",0,"Craig, Jeff, Jay, Lee","Concord, Pittsburgh"
"Frederick has visited Eric, Ted didn't visit Chautauqua",Frederick has visited Eric and Ted didn't visit Chautauqua,Frederick has visited Eric [MASK] Ted didn't visit Chautauqua,and,"Frederick, Ted","Eric, Chautauqua","0, 1","Frederick, Ted, Eric",Chautauqua
"Troy has visited Eugene, Alfredo didn't visit Andy",Alfredo didn't visit Andy or Jerome didn't visit Cedar City,Alfredo didn't visit Andy [MASK] Jerome didn't visit Cedar City,or,"Troy, Alfredo, Jerome","Eugene, Andy, Cedar City",1,"Troy, Alfredo, Andy, Eugene, Jerome",Cedar City
"Justin has visited Bartlesville, Juan didn't visit Ramon",Juan didn't visit Ramon or Floyd has visited Mathew,Juan didn't visit Ramon [MASK] Floyd has visited Mathew,or,"Justin, Juan, Floyd","Bartlesville, Ramon, Mathew",1,"Justin, Juan, Ramon, Floyd",Bartlesville
"David has visited Bridgeport, Shawn has visited Clifton",Scott has visited West Orange or David has visited Bridgeport,Scott has visited West Orange [MASK] David has visited Bridgeport,or,"David, Shawn, Scott","Bridgeport, Clifton, West Orange",0,"David, Shawn, Clifton, Scott","West Orange, Bridgeport"
"Ronnie has visited Park Ridge, Neil didn't visit Daryl",Ronnie has visited Park Ridge and Neil didn't visit Daryl,Ronnie has visited Park Ridge [MASK] Neil didn't visit Daryl,and,"Ronnie, Neil","Park Ridge, Daryl","0, 1","Ronnie, Neil, Daryl",Park Ridge
"Tony didn't visit Sturgis, Jim has visited Fillmore",Tony didn't visit Sturgis and Jim has visited Fillmore,Tony didn't visit Sturgis [MASK] Jim has visited Fillmore,and,"Tony, Jim","Sturgis, Fillmore","0, 1","Tony, Jim","Fillmore, Sturgis"
"Roy didn't visit Antonio, Gene has visited New Jersey",Virgil has visited Newport or Gene has visited New Jersey,Virgil has visited Newport [MASK] Gene has visited New Jersey,or,"Roy, Gene, Virgil","Antonio, New Jersey, Newport",1,"Roy, Gene, Antonio, Virgil","Newport, New Jersey"
"Alvin didn't visit Orono, Adam has visited Newcastle",Terrance didn't visit Narragansett or Adam has visited Newcastle,Terrance didn't visit Narragansett [MASK] Adam has visited Newcastle,or,"Alvin, Adam, Terrance","Orono, Newcastle, Narragansett",1,"Alvin, Adam, Terrance","Narragansett, Newcastle, Orono"
"Ronald didn't visit Anthony, Joshua has visited Stanley",Joshua has visited Stanley and Ronald didn't visit Anthony,Joshua has visited Stanley [MASK] Ronald didn't visit Anthony,and,"Ronald, Joshua","Anthony, Stanley","0, 1","Ronald, Joshua, Stanley, Anthony",
"Darren has visited Thomas, Claude didn't visit Bay Saint Louis",Zachary has visited Warren or Darren has visited Thomas,Zachary has visited Warren [MASK] Darren has visited Thomas,or,"Darren, Claude, Zachary","Thomas, Bay Saint Louis, Warren",0,"Darren, Claude, Thomas, Zachary",Bay Saint Louis
"Alexander has visited Dalton, Clinton didn't visit Oxnard",Troy didn't visit Cory or Alexander has visited Dalton,Troy didn't visit Cory [MASK] Alexander has visited Dalton,or,"Alexander, Clinton, Troy","Dalton, Oxnard, Cory",0,"Alexander, Clinton, Troy","Oxnard, Dalton"
"Paul didn't visit Jacob, Jaime has visited Springfield",Paul didn't visit Jacob and Jaime has visited Springfield,Paul didn't visit Jacob [MASK] Jaime has visited Springfield,and,"Paul, Jaime","Jacob, Springfield","0, 1","Paul, Jaime, Jacob",Springfield
"Richard didn't visit Terry, Roger has visited Troy",Richard didn't visit Terry or Jeff has visited Atmore,Richard didn't visit Terry [MASK] Jeff has visited Atmore,or,"Richard, Roger, Jeff","Terry, Troy, Atmore",0,"Richard, Roger, Terry, Jeff","Atmore, Troy"
"Dan has visited Riverton, Jerry didn't visit Ruben",Ron has visited Hillsboro or Dan has visited Riverton,Ron has visited Hillsboro [MASK] Dan has visited Riverton,or,"Dan, Jerry, Ron","Riverton, Ruben, Hillsboro",0,"Dan, Jerry, Ruben, Ron","Riverton, Hillsboro"
"Felix has visited Darryl, Eddie didn't visit Lebanon",Felix has visited Darryl and Eddie didn't visit Lebanon,Felix has visited Darryl [MASK] Eddie didn't visit Lebanon,and,"Felix, Eddie","Darryl, Lebanon","0, 1","Felix, Eddie, Darryl",Lebanon
"Vernon has visited Justin, James didn't visit Aberdeen",James didn't visit Aberdeen or Jimmie didn't visit Tyrone,James didn't visit Aberdeen [MASK] Jimmie didn't visit Tyrone,or,"Vernon, James, Jimmie","Justin, Aberdeen, Tyrone",1,"Vernon, James, Justin, Jimmie",Aberdeen
"Wayne didn't visit Walter, Wade has visited Reginald",Wayne didn't visit Walter or Jason didn't visit Telluride,Wayne didn't visit Walter [MASK] Jason didn't visit Telluride,or,"Wayne, Wade, Jason","Walter, Reginald, Telluride",0,"Wayne, Wade, Reginald, Walter, Jason",Telluride
"Manuel has visited Jeffersonville, Jason has visited Ron",Manuel has visited Jeffersonville and Jason has visited Ron,Manuel has visited Jeffersonville [MASK] Jason has visited Ron,and,"Manuel, Jason","Jeffersonville, Ron","0, 1","Manuel, Jason, Ron",Jeffersonville
"Ramon has visited Kurt, Sean didn't visit Armando",Sean didn't visit Armando or Stanley didn't visit Temple,Sean didn't visit Armando [MASK] Stanley didn't visit Temple,or,"Ramon, Sean, Stanley","Kurt, Armando, Temple",1,"Ramon, Sean, Kurt, Armando, Stanley",Temple
"Cody didn't visit Todd, Jason has visited Flushing",Jessie didn't visit Lloyd or Jason has visited Flushing,Jessie didn't visit Lloyd [MASK] Jason has visited Flushing,or,"Cody, Jason, Jessie","Todd, Flushing, Lloyd",1,"Cody, Jason, Todd, Jessie",Flushing
