sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Eddie didn't visit Dwight, Rodney has visited Javier.",it's false that everyone has visited Dwight,it's false that [MASK] has visited Dwight,everyone,"Eddie, Rodney","Dwight, Javier",0,"Eddie, Rodney, Javier, Dwight",
"Julio didn't visit Great Bend, Philip has visited Micheal.",someone didn't visit Great Bend,[MASK] didn't visit Great Bend,someone,"Julio, Philip","Great Bend, Micheal",0,"Julio, Philip, Micheal",Great Bend
"everyone has visited Hutchinson, everyone has visited Brandon.",it's false that someone didn't visit Hutchinson,it's false that [MASK] didn't visit Hutchinson,someone,,"Hutchinson, Brandon",0,Brandon,Hutchinson
"everyon has visited Henry, someone has visited Seattle.",it's false that someone didn't visit Henry,it's false that [MASK] didn't visit Henry,someone,everyon,"Henry, Seattle",0,"everyon, Henry",Seattle
"Alan didn't visit New Castle, everyone has visited Earl.",it's false that everyone has visited New Castle,it's false that [MASK] has visited New Castle,everyone,Alan,"New Castle, Earl",0,"Alan, Earl",New Castle
"Gilbert didn't visit John Day, Dwight has visited Richard.",it's false that everyone has visited John Day,it's false that [MASK] has visited John Day,everyone,"Gilbert, Dwight","John Day, Richard",0,"Gilbert, Dwight, Richard",John Day
"everyone didn't visit Westminster, Jonathan didn't visit Miles City.",it's false that everyone has visited Miles City,it's false that [MASK] has visited Miles City,everyone,Jonathan,"Westminster, Miles City",1,Jonathan,"Miles City, Westminster"
"Byron didn't visit Tuscumbia, Calvin has visited Bradley.",it's false that everyone has visited Tuscumbia,it's false that [MASK] has visited Tuscumbia,everyone,"Byron, Calvin","Tuscumbia, Bradley",0,"Byron, Calvin, Bradley",Tuscumbia
"everyon has visited Bellevue, Jeff didn't visit Patrick.",it's false that someone didn't visit Bellevue,it's false that [MASK] didn't visit Bellevue,someone,"everyon, Jeff","Bellevue, Patrick",0,"everyon, Jeff, Patrick",Bellevue
"Nelson didn't visit Coventry, George has visited Terry.",it's false that everyone has visited Coventry,it's false that [MASK] has visited Coventry,everyone,"Nelson, George","Coventry, Terry",0,"Nelson, George, Terry",Coventry
"Wade didn't visit Don, Douglas has visited Shamokin.",someone didn't visit Don,[MASK] didn't visit Don,someone,"Wade, Douglas","Don, Shamokin",0,"Wade, Douglas, Don",Shamokin
"someone has visited Fulton, everyone has visited Ricardo.",it's false that someone didn't visit Ricardo,it's false that [MASK] didn't visit Ricardo,someone,,"Fulton, Ricardo",1,Ricardo,Fulton
"Leslie has visited El Centro, everyon has visited Barstow.",it's false that someone didn't visit Barstow,it's false that [MASK] didn't visit Barstow,someone,"Leslie, everyon","El Centro, Barstow",1,"Leslie, everyon","El Centro, Barstow"
"Jerome has visited Troy, everyone didn't visit Red Cloud.",someone has visited Troy,[MASK] has visited Troy,someone,Jerome,"Troy, Red Cloud",0,"Jerome, Troy",Red Cloud
"Ricardo has visited International Falls, Jordan didn't visit Guy.",it's false that everyone has visited Guy,it's false that [MASK] has visited Guy,everyone,"Ricardo, Jordan","International Falls, Guy",1,"Ricardo, Jordan, Guy",International Falls
"everyone has visited Frederick, everyone didn't visit Paris.",it's false that someone didn't visit Frederick,it's false that [MASK] didn't visit Frederick,someone,,"Frederick, Paris",0,Frederick,Paris
"Harry didn't visit Vermillion, everyone has visited Watertown.",it's false that someone didn't visit Watertown,it's false that [MASK] didn't visit Watertown,someone,Harry,"Vermillion, Watertown",1,Harry,"Watertown, Vermillion"
"Aaron didn't visit Jesus, Jaime didn't visit Jimmie.",it's false that everyone has visited Jesus,it's false that [MASK] has visited Jesus,everyone,"Aaron, Jaime","Jesus, Jimmie",0,"Aaron, Jaime, Jesus, Jimmie",
"Clifton didn't visit Eduardo, Kurt didn't visit Lewistown.",it's false that everyone has visited Eduardo,it's false that [MASK] has visited Eduardo,everyone,"Clifton, Kurt","Eduardo, Lewistown",0,"Clifton, Kurt, Eduardo",Lewistown
"Ivan didn't visit Oscar, everyone has visited Daryl.",it's false that everyone has visited Oscar,it's false that [MASK] has visited Oscar,everyone,Ivan,"Oscar, Daryl",0,"Ivan, Oscar, Daryl",
"Edgar didn't visit Zachary, Hector didn't visit Sunbury.",it's false that everyone has visited Sunbury,it's false that [MASK] has visited Sunbury,everyone,"Edgar, Hector","Zachary, Sunbury",1,"Edgar, Hector, Zachary",Sunbury
"everyone has visited Galesburg, Wallace has visited Dwayne.",it's false that someone didn't visit Galesburg,it's false that [MASK] didn't visit Galesburg,someone,Wallace,"Galesburg, Dwayne",0,"Wallace, Dwayne",Galesburg
"someone has visited Rodney, Henry didn't visit Fort Lauderdale.",it's false that everyone has visited Fort Lauderdale,it's false that [MASK] has visited Fort Lauderdale,everyone,Henry,"Rodney, Fort Lauderdale",1,"Henry, Rodney",Fort Lauderdale
"someone didn't visit Alvin, Jesus didn't visit Nathan.",it's false that everyone has visited Nathan,it's false that [MASK] has visited Nathan,everyone,Jesus,"Alvin, Nathan",1,"Jesus, Alvin, Nathan",
"everyone has visited Davis, Zachary has visited Christian.",it's false that someone didn't visit Davis,it's false that [MASK] didn't visit Davis,someone,Zachary,"Davis, Christian",0,"Zachary, Christian",Davis
"everyone has visited Justin, everyone didn't visit Grants Pass.",it's false that someone didn't visit Justin,it's false that [MASK] didn't visit Justin,someone,,"Justin, Grants Pass",0,Justin,Grants Pass
"everyone has visited El Cerrito, Harold didn't visit Mark.",it's false that everyone has visited Mark,it's false that [MASK] has visited Mark,everyone,Harold,"El Cerrito, Mark",1,"Harold, Mark",El Cerrito
"someone has visited Kent, Jim didn't visit Milwaukee.",it's false that everyone has visited Milwaukee,it's false that [MASK] has visited Milwaukee,everyone,Jim,"Kent, Milwaukee",1,"Jim, Kent",Milwaukee
"Jimmie didn't visit Chapel Hill, Leonard has visited Presque Isle.",it's false that everyone has visited Chapel Hill,it's false that [MASK] has visited Chapel Hill,everyone,"Jimmie, Leonard","Chapel Hill, Presque Isle",0,"Jimmie, Leonard","Presque Isle, Chapel Hill"
"everyone has visited Jamie, everyone didn't visit Syracuse.",it's false that someone didn't visit Jamie,it's false that [MASK] didn't visit Jamie,someone,,"Jamie, Syracuse",0,Jamie,Syracuse
"Arnold has visited Carl, Raymond didn't visit Guy.",someone has visited Carl,[MASK] has visited Carl,someone,"Arnold, Raymond","Carl, Guy",0,"Arnold, Raymond, Guy, Carl",
"everyone has visited Albert, Rodney has visited Eugene.",someone has visited Eugene,[MASK] has visited Eugene,someone,Rodney,"Albert, Eugene",1,"Rodney, Albert, Eugene",
"Donald didn't visit Hammondsport, everyone has visited Carlos.",it's false that everyone has visited Hammondsport,it's false that [MASK] has visited Hammondsport,everyone,Donald,"Hammondsport, Carlos",0,"Donald, Carlos",Hammondsport
"James didn't visit Victoria, Clifton didn't visit Earl.",it's false that everyone has visited Victoria,it's false that [MASK] has visited Victoria,everyone,"James, Clifton","Victoria, Earl",0,"James, Clifton, Earl",Victoria
"Ralph didn't visit Gilbert, Joseph didn't visit Brian.",it's false that everyone has visited Gilbert,it's false that [MASK] has visited Gilbert,everyone,"Ralph, Joseph","Gilbert, Brian",0,"Ralph, Joseph, Gilbert, Brian",
"someone has visited Laurel, Glenn didn't visit Shelton.",it's false that everyone has visited Shelton,it's false that [MASK] has visited Shelton,everyone,Glenn,"Laurel, Shelton",1,Glenn,"Shelton, Laurel"
"everyone has visited Charlie, Steven didn't visit John Day.",it's false that everyone has visited John Day,it's false that [MASK] has visited John Day,everyone,Steven,"Charlie, John Day",1,"Steven, Charlie",John Day
"Floyd didn't visit Everett, Eric has visited River Forest.",it's false that everyone has visited Everett,it's false that [MASK] has visited Everett,everyone,"Floyd, Eric","Everett, River Forest",0,"Floyd, Eric, Everett",River Forest
"Vernon didn't visit Wallace, Erik didn't visit DeKalb.",it's false that everyone has visited DeKalb,it's false that [MASK] has visited DeKalb,everyone,"Vernon, Erik","Wallace, DeKalb",1,"Vernon, Erik, Wallace",DeKalb
"Rick didn't visit Chad, Douglas didn't visit Winston-Salem.",it's false that everyone has visited Winston-Salem,it's false that [MASK] has visited Winston-Salem,everyone,"Rick, Douglas","Chad, Winston-Salem",1,"Rick, Douglas, Chad",Winston-Salem
"everyone has visited Breckenridge, everyone didn't visit Ramon.",it's false that someone didn't visit Breckenridge,it's false that [MASK] didn't visit Breckenridge,someone,,"Breckenridge, Ramon",0,Ramon,Breckenridge
"someone has visited Port Washington, everyone has visited Wayne.",it's false that someone didn't visit Wayne,it's false that [MASK] didn't visit Wayne,someone,,"Port Washington, Wayne",1,Wayne,Port Washington
"Steve didn't visit Oregon City, Tom didn't visit Adam.",it's false that everyone has visited Adam,it's false that [MASK] has visited Adam,everyone,"Steve, Tom","Oregon City, Adam",1,"Steve, Tom, Adam",Oregon City
"Thomas didn't visit Natchez, everyone has visited Evanston.",it's false that everyone has visited Natchez,it's false that [MASK] has visited Natchez,everyone,Thomas,"Natchez, Evanston",0,Thomas,"Natchez, Evanston"
"everyone has visited Lexington, everyone has visited Willie.",it's false that someone didn't visit Willie,it's false that [MASK] didn't visit Willie,someone,,"Lexington, Willie",1,Willie,Lexington
"Mario didn't visit Sidney, someone has visited Georgia.",it's false that everyone has visited Sidney,it's false that [MASK] has visited Sidney,everyone,Mario,"Sidney, Georgia",0,"Mario, Sidney",Georgia
"Tom didn't visit Francis, Greg didn't visit Astoria.",it's false that everyone has visited Astoria,it's false that [MASK] has visited Astoria,everyone,"Tom, Greg","Francis, Astoria",1,"Tom, Greg, Francis",Astoria
"Ron didn't visit Aiken, everyone has visited Neil.",it's false that everyone has visited Aiken,it's false that [MASK] has visited Aiken,everyone,Ron,"Aiken, Neil",0,"Ron, Neil",Aiken
"Tyrone didn't visit Hollywood, someone didn't visit Jamie.",it's false that everyone has visited Hollywood,it's false that [MASK] has visited Hollywood,everyone,Tyrone,"Hollywood, Jamie",0,"Tyrone, Jamie",Hollywood
"Kurt has visited Duane, Joseph didn't visit Angel.",someone has visited Duane,[MASK] has visited Duane,someone,"Kurt, Joseph","Duane, Angel",0,"Kurt, Joseph, Duane, Angel",
"Fred has visited Clarksburg, everyone has visited York.",it's false that someone didn't visit York,it's false that [MASK] didn't visit York,someone,Fred,"Clarksburg, York",1,Fred,"Clarksburg, York"
"everyone has visited Las Vegas, someone didn't visit Johnson City.",it's false that someone didn't visit Las Vegas,it's false that [MASK] didn't visit Las Vegas,someone,,"Las Vegas, Johnson City",0,,"Johnson City, Las Vegas"
"everyone didn't visit Pascagoula, everyone has visited Steven.",it's false that someone didn't visit Steven,it's false that [MASK] didn't visit Steven,someone,,"Pascagoula, Steven",1,Steven,Pascagoula
"Randy didn't visit Mark, everyone has visited Eric.",it's false that everyone has visited Mark,it's false that [MASK] has visited Mark,everyone,Randy,"Mark, Eric",0,"Randy, Mark, Eric",
"someone didn't visit Marion, Corey didn't visit Weirton.",it's false that everyone has visited Weirton,it's false that [MASK] has visited Weirton,everyone,Corey,"Marion, Weirton",1,Corey,"Marion, Weirton"
"Jordan has visited Lance, Nelson has visited Eastport.",someone has visited Lance,[MASK] has visited Lance,someone,"Jordan, Nelson","Lance, Eastport",0,"Jordan, Nelson, Lance",Eastport
"someone has visited Anthony, Perry didn't visit Donald.",it's false that everyone has visited Donald,it's false that [MASK] has visited Donald,everyone,Perry,"Anthony, Donald",1,"Perry, Anthony, Donald",
"Henry has visited Oak Harbor, everyone has visited Maurice.",someone has visited Oak Harbor,[MASK] has visited Oak Harbor,someone,Henry,"Oak Harbor, Maurice",0,"Henry, Maurice",Oak Harbor
"Curtis didn't visit Provo, Charlie didn't visit Batesville.",it's false that everyone has visited Provo,it's false that [MASK] has visited Provo,everyone,"Curtis, Charlie","Provo, Batesville",0,"Curtis, Charlie","Provo, Batesville"
"Terrance didn't visit Tyrone, Micheal didn't visit Warren.",it's false that everyone has visited Warren,it's false that [MASK] has visited Warren,everyone,"Terrance, Micheal","Tyrone, Warren",1,"Terrance, Micheal, Tyrone, Warren",
"everyone has visited Poughkeepsie, Chester has visited Wilmington.",it's false that someone didn't visit Poughkeepsie,it's false that [MASK] didn't visit Poughkeepsie,someone,Chester,"Poughkeepsie, Wilmington",0,Chester,"Wilmington, Poughkeepsie"
"Richard didn't visit Barnstable, Jonathan has visited Salvador.",it's false that everyone has visited Barnstable,it's false that [MASK] has visited Barnstable,everyone,"Richard, Jonathan","Barnstable, Salvador",0,"Richard, Jonathan, Salvador",Barnstable
"everyone didn't visit Tim, Steve didn't visit Harold.",it's false that everyone has visited Harold,it's false that [MASK] has visited Harold,everyone,Steve,"Tim, Harold",1,"Steve, Harold, Tim",
"everyone has visited Corinth, everyone has visited Gilbert.",it's false that someone didn't visit Corinth,it's false that [MASK] didn't visit Corinth,someone,,"Corinth, Gilbert",0,Gilbert,Corinth
"Richard has visited Maryland, Christop didn't visit Wade.",it's false that everyone has visited Wade,it's false that [MASK] has visited Wade,everyone,"Richard, Christop","Maryland, Wade",1,"Richard, Christop, Wade",Maryland
"Oscar didn't visit Bruce, someone has visited Jaime.",someone didn't visit Bruce,[MASK] didn't visit Bruce,someone,Oscar,"Bruce, Jaime",0,"Oscar, Bruce, Jaime",
"everyone didn't visit Titusville, everyone has visited Winchester.",it's false that someone didn't visit Winchester,it's false that [MASK] didn't visit Winchester,someone,,"Titusville, Winchester",1,,"Winchester, Titusville"
"Benjamin has visited Durham, everyone has visited Evanston.",it's false that someone didn't visit Evanston,it's false that [MASK] didn't visit Evanston,someone,Benjamin,"Durham, Evanston",1,Benjamin,"Evanston, Durham"
"everyone has visited Oxford, Duane didn't visit Lewis.",someone didn't visit Lewis,[MASK] didn't visit Lewis,someone,Duane,"Oxford, Lewis",1,"Duane, Lewis",Oxford
"Dale didn't visit Julian, Rodney has visited Fort Walton Beach.",it's false that everyone has visited Julian,it's false that [MASK] has visited Julian,everyone,"Dale, Rodney","Julian, Fort Walton Beach",0,"Dale, Rodney, Julian",Fort Walton Beach
"someone didn't visit Wesley, Darren didn't visit Jamie.",it's false that everyone has visited Jamie,it's false that [MASK] has visited Jamie,everyone,Darren,"Wesley, Jamie",1,"Darren, Jamie, Wesley",
"Dwayne didn't visit Ken, Wade has visited Jeremy.",it's false that everyone has visited Ken,it's false that [MASK] has visited Ken,everyone,"Dwayne, Wade","Ken, Jeremy",0,"Dwayne, Wade, Jeremy, Ken",
"Ronald has visited Gallipolis, Neil didn't visit Anaconda.",it's false that everyone has visited Anaconda,it's false that [MASK] has visited Anaconda,everyone,"Ronald, Neil","Gallipolis, Anaconda",1,"Ronald, Neil","Gallipolis, Anaconda"
